Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score
10,62,84,3,5,High,Good,Private,No,High,Medium,,24.0,0,Neutral,High,No,1,Average,85
9,79,67,3,8,Medium,,Private,Yes,Medium,Medium,Postgraduate,15.0,1,Positive,Low,Yes,3,Poor,77
5,42,92,1,9,Low,Poor,Public,Yes,High,Low,Graduate,24.0,3,Negative,High,No,4,Good,65
10,42,30,4,9,Low,Average,Private,Yes,Medium,High,School,24.0,5,Positive,Low,Yes,2,Good,51
4,46,48,2,3,Low,Average,Private,Yes,Low,Low,Postgraduate,10.0,6,Negative,Medium,Yes,5,Average,45
6,75,81,1,9,Low,Poor,Private,No,High,Low,School,26.0,4,Neutral,High,No,5,Good,83
8,74,59,0,4,Medium,Average,Private,No,High,Low,Postgraduate,23.0,4,Neutral,Low,Yes,2,Good,67
11,54,84,4,6,High,Average,Private,Yes,High,Low,School,2.0,6,Neutral,Low,Yes,4,Good,82
3,79,43,4,6,Medium,Good,Private,No,Low,Low,Graduate,18.0,0,Neutral,High,No,5,Average,62
10,42,42,2,8,High,Average,Public,Yes,Medium,Low,Postgraduate,11.0,3,Neutral,Low,Yes,3,Average,64
11,68,56,4,3,High,Poor,Public,Yes,Low,Low,Postgraduate,5.0,0,Positive,Low,Yes,2,Poor,73
11,69,38,2,6,Low,Average,Private,Yes,Medium,High,,6.0,0,Neutral,Medium,Yes,5,Good,62
1,78,70,4,8,Medium,Good,Private,No,High,Low,Graduate,13.0,2,Neutral,Low,Yes,5,Good,68
4,57,77,2,9,Low,Average,Private,No,Medium,Low,School,25.0,0,Neutral,Low,Yes,2,Good,74
4,50,41,3,7,Medium,Good,Private,Yes,Medium,Low,Postgraduate,17.0,1,Neutral,High,Yes,4,Poor,55
1,82,39,3,8,Medium,Average,Public,Yes,High,Low,School,27.0,2,Negative,Low,No,2,Average,59
9,88,35,4,5,Low,,Private,Yes,High,Low,School,16.0,2,Neutral,Medium,Yes,1,Poor,67
3,99,63,4,6,Medium,Poor,Public,No,Medium,High,School,23.0,6,Negative,High,No,5,Poor,75
5,77,81,2,6,Low,Poor,Public,Yes,High,Medium,Postgraduate,23.0,0,Negative,High,Yes,1,Good,77
6,79,70,2,7,High,Average,Public,Yes,High,Medium,Graduate,,2,Neutral,Low,No,4,Poor,79
8,40,35,1,9,Low,Average,Public,No,Medium,Low,School,29.0,4,Negative,High,No,1,Good,46
6,68,31,3,4,Medium,Good,Private,Yes,Low,High,Postgraduate,1.0,5,Neutral,High,Yes,4,Average,59
3,49,44,1,8,Medium,Good,Public,No,Low,High,School,28.0,2,Negative,High,No,2,Poor,49
6,67,46,1,4,High,Poor,Private,Yes,High,High,Graduate,13.0,2,Positive,Medium,Yes,3,Good,58
1,96,45,0,8,High,Average,Private,No,Medium,Medium,Graduate,10.0,6,Neutral,Medium,Yes,3,Poor,69
4,70,57,2,7,High,Average,Public,Yes,High,Medium,Postgraduate,13.0,1,Neutral,Low,No,2,Good,64
6,58,39,0,4,Low,Good,Public,Yes,Low,High,Postgraduate,,4,Negative,Medium,No,5,Poor,58
7,42,39,0,3,Low,Average,Public,No,Low,Medium,Graduate,26.0,2,Positive,Low,No,4,Good,44
11,75,39,1,7,Medium,Average,Private,Yes,Medium,Medium,Postgraduate,21.0,1,Neutral,High,No,1,Good,69
11,82,57,0,9,High,Average,Public,No,Medium,Low,Graduate,,4,Negative,Medium,No,3,Good,80
10,54,53,2,8,High,Good,Private,Yes,Low,Low,School,18.0,2,Negative,Medium,Yes,1,Good,73
3,72,48,1,5,Low,Good,Private,No,Medium,Low,Graduate,,0,Neutral,Medium,Yes,1,Average,57
9,80,97,2,9,Medium,Good,Private,Yes,Low,High,School,4.0,2,Negative,Medium,No,1,Average,95
7,82,85,4,9,High,Average,Private,No,High,Low,,3.0,5,Neutral,High,No,5,Average,92
1,90,96,0,5,Low,Good,Public,No,Low,High,School,16.0,4,Positive,High,No,3,Average,84
2,84,71,1,5,Low,Poor,Public,Yes,Low,Low,Graduate,29.0,5,Positive,Medium,Yes,1,Good,68
1,65,41,3,8,High,Poor,Public,Yes,Medium,High,Postgraduate,7.0,2,Positive,High,No,1,Average,58
11,55,47,2,9,High,,Public,No,Medium,Medium,Postgraduate,7.0,5,Positive,High,Yes,3,Average,69
9,75,52,0,6,Medium,Good,Public,No,Medium,High,Graduate,2.0,4,Negative,High,Yes,1,Poor,75
9,72,35,2,7,High,Average,Public,No,High,Medium,Postgraduate,16.0,0,Negative,Low,No,4,Good,67
7,59,82,2,7,Low,Good,Private,Yes,Medium,Low,Graduate,5.0,2,Negative,Medium,Yes,3,Poor,79
10,52,71,4,4,High,Good,Public,No,High,Medium,School,21.0,4,Neutral,Low,Yes,1,Average,77
3,72,95,2,7,High,Poor,Private,No,Medium,Medium,School,8.0,6,Positive,Low,No,5,Average,79
5,44,59,4,9,Medium,Poor,Private,No,Medium,Low,Postgraduate,8.0,5,Neutral,High,No,4,Average,57
4,76,38,4,7,Low,Poor,Private,Yes,Low,High,Graduate,11.0,1,Positive,Low,Yes,2,Average,54
7,53,71,4,9,High,,Private,Yes,Low,High,Graduate,29.0,5,Neutral,High,No,5,Good,73
9,66,63,0,4,Low,Good,Public,Yes,Low,High,School,20.0,2,Negative,High,Yes,2,Good,73
2,62,69,2,7,Medium,Poor,Public,No,High,Low,School,10.0,5,Negative,Low,Yes,2,Average,65
8,53,46,2,7,Low,Average,Private,No,Medium,High,Postgraduate,1.0,6,Negative,Medium,No,1,Good,59
9,79,58,4,3,High,Average,Private,Yes,Low,Medium,Graduate,,5,Neutral,Medium,Yes,4,Average,78
10,43,79,2,8,High,Good,Public,Yes,Medium,Low,Postgraduate,28.0,5,Negative,High,Yes,1,Average,78
10,78,78,2,4,Medium,Average,Private,Yes,Low,High,Postgraduate,7.0,0,Negative,Low,Yes,5,Poor,80
9,91,90,4,3,Medium,,Public,Yes,Medium,Medium,Postgraduate,,1,Positive,Medium,Yes,2,Average,92
10,58,75,3,6,Medium,Poor,Private,No,Low,Medium,Graduate,24.0,5,Neutral,Low,Yes,1,Poor,73
7,86,75,3,4,Low,Average,Private,Yes,Low,High,School,16.0,2,Neutral,Low,No,5,Poor,78
9,93,46,4,9,Low,Good,Public,Yes,Low,Low,Graduate,14.0,4,Negative,Low,No,5,Good,80
9,43,95,0,8,Low,Poor,Public,No,Low,Medium,Graduate,25.0,6,Neutral,High,Yes,2,Poor,84
3,69,34,2,7,Low,Poor,Public,No,Low,Medium,Graduate,24.0,3,Negative,High,No,1,Good,49
4,58,83,2,9,Medium,Average,Public,Yes,Medium,Medium,Postgraduate,3.0,5,Neutral,High,No,4,Good,70
2,70,45,3,7,Low,Good,Public,Yes,Low,Medium,Postgraduate,,1,Positive,Medium,No,5,Average,58
10,70,36,4,3,Low,Good,Public,Yes,Medium,High,Graduate,10.0,4,Neutral,Low,No,1,Poor,69
3,48,37,0,3,Low,Average,Public,Yes,Low,Low,Postgraduate,3.0,1,Negative,High,No,4,Good,40
11,92,67,4,6,Low,Poor,Private,No,Medium,Medium,Postgraduate,12.0,6,Neutral,Low,No,2,Good,88
11,52,83,3,6,Medium,Average,Public,Yes,Low,Medium,School,4.0,2,Neutral,Low,No,4,Poor,79
5,53,44,3,8,Medium,Average,Private,Yes,Low,Medium,Graduate,12.0,0,Positive,High,Yes,2,Average,54
5,94,79,2,7,High,Average,Public,Yes,Low,Low,,,5,Neutral,Medium,No,5,Poor,82
6,99,85,1,9,High,Poor,Public,Yes,High,Medium,Postgraduate,23.0,0,Positive,High,No,3,Poor,93
7,85,38,0,5,Low,Poor,Private,No,Medium,Low,Graduate,13.0,5,Positive,Low,Yes,3,Poor,62
7,93,37,0,9,Low,Average,Private,Yes,Medium,Low,Graduate,24.0,5,Positive,Low,No,5,Average,70
1,49,48,1,6,Medium,Good,Private,No,Low,Low,Graduate,7.0,1,Negative,Medium,Yes,4,Average,50
2,87,80,3,7,High,Average,Private,Yes,Low,Low,Graduate,19.0,3,Positive,High,No,3,Average,83
9,70,86,4,9,Low,,Public,Yes,Low,High,Postgraduate,27.0,2,Neutral,Low,Yes,2,Poor,85
10,76,97,0,9,High,Good,Public,Yes,High,High,School,27.0,4,Neutral,Low,Yes,5,Average,95
2,62,60,1,6,High,,Public,No,Low,High,Postgraduate,18.0,2,Positive,Low,Yes,1,Poor,62
6,66,32,2,9,High,Poor,Public,No,Low,Medium,School,27.0,3,Positive,Low,No,3,Poor,62
11,45,72,2,9,Medium,Poor,Public,Yes,Medium,Low,Graduate,18.0,6,Positive,High,No,4,Average,75
11,65,58,3,4,Low,Average,Private,No,High,Low,Graduate,28.0,6,Negative,High,Yes,5,Average,76
1,41,39,0,3,Low,Poor,Public,No,Medium,High,Graduate,29.0,4,Positive,High,Yes,3,Poor,40
3,84,41,4,7,Medium,Good,Public,Yes,High,High,Graduate,9.0,3,Positive,High,Yes,3,Good,58
2,52,75,0,9,Medium,Average,Private,No,High,Low,Graduate,7.0,2,Positive,High,Yes,5,Average,69
3,90,59,2,6,Medium,,Private,No,Medium,High,Graduate,7.0,2,Positive,Medium,Yes,1,Average,68
5,89,61,0,3,High,Good,Private,No,Medium,Medium,Graduate,21.0,1,Positive,High,No,5,Poor,73
11,99,76,2,9,High,Poor,Public,No,High,Medium,School,,5,Neutral,Low,Yes,1,Good,95
10,58,92,1,9,Low,Average,Private,No,High,Medium,,6.0,6,Neutral,High,Yes,5,Good,80
6,40,55,1,5,Low,Good,Private,Yes,Low,Low,Graduate,7.0,3,Neutral,Medium,Yes,2,Poor,54
9,79,32,2,6,High,,Private,Yes,Low,High,Graduate,13.0,0,Negative,Low,No,2,Poor,70
11,71,52,4,7,High,Good,Private,Yes,Medium,Medium,Graduate,25.0,3,Negative,Medium,No,5,Good,80
10,61,79,4,4,Medium,Poor,Private,No,High,Medium,School,26.0,3,Neutral,Low,No,1,Good,75
4,87,65,0,3,High,Poor,Public,Yes,Medium,Medium,Graduate,20.0,6,Positive,Low,No,3,Poor,71
7,68,42,2,3,Low,Poor,Public,No,Low,Medium,Postgraduate,6.0,4,Positive,High,Yes,5,Average,57
6,41,58,3,4,Low,Poor,Private,Yes,Low,Medium,School,17.0,5,Negative,Medium,Yes,3,Good,56
2,79,67,4,7,Medium,Good,Private,No,Low,High,School,23.0,4,Negative,Medium,Yes,5,Good,71
10,77,34,4,8,Medium,Average,Private,No,High,Medium,Graduate,20.0,6,Positive,Low,No,4,Good,72
11,87,49,1,5,Low,Good,Private,No,Medium,Medium,School,18.0,1,Negative,High,Yes,1,Good,81
11,94,43,4,8,High,Average,Private,Yes,High,Medium,,20.0,0,Positive,Low,No,4,Poor,80
11,50,37,4,9,High,Average,Private,No,High,Low,Postgraduate,8.0,6,Neutral,Medium,No,4,Average,64
8,56,77,4,4,Low,Average,Public,Yes,Low,High,Postgraduate,18.0,2,Negative,Low,No,1,Good,67
7,94,42,2,5,High,Poor,Private,No,Low,Medium,School,,0,Neutral,High,Yes,5,Average,69
7,90,53,2,7,High,Good,Private,No,Medium,High,School,1.0,0,Negative,Medium,No,1,Poor,78
8,82,94,1,6,Low,Average,Private,Yes,High,Medium,Graduate,1.0,0,Neutral,Low,Yes,1,Poor,95
11,99,63,0,6,Low,Good,Private,Yes,Medium,Low,School,7.0,6,Neutral,High,No,2,Poor,94
1,47,80,4,8,Medium,Poor,Public,No,Medium,Low,Postgraduate,16.0,1,Negative,Medium,Yes,2,Average,61
1,61,32,0,7,Low,Average,Private,No,Medium,Low,School,23.0,1,Negative,High,No,3,Good,42
8,43,87,2,5,Medium,Poor,Public,No,Medium,Low,,20.0,6,Neutral,Low,No,1,Poor,73
4,50,84,4,8,Medium,Poor,Private,Yes,Low,Medium,Graduate,14.0,0,Neutral,Medium,No,4,Good,72
5,47,71,0,4,High,Good,Private,No,Medium,High,Postgraduate,28.0,2,Positive,High,No,4,Average,65
8,48,50,0,8,Low,Average,Private,No,Low,Medium,,21.0,2,Neutral,Medium,No,2,Poor,60
5,65,39,3,7,High,Poor,Private,No,Medium,Low,,29.0,6,Negative,Low,No,1,Poor,61
10,41,86,2,9,Low,Good,Public,No,Low,Low,,12.0,2,Positive,Low,No,5,Good,83
4,55,54,1,7,Low,Average,Private,Yes,Medium,Medium,School,5.0,1,Positive,High,Yes,2,Poor,49
6,70,85,1,6,High,Average,Public,Yes,High,Medium,Graduate,7.0,4,Neutral,Medium,Yes,2,Average,83
5,45,67,3,4,Medium,Poor,Public,Yes,High,High,,12.0,6,Positive,Low,Yes,4,Average,61
7,92,90,0,6,Low,Poor,Private,Yes,Low,High,School,19.0,2,Negative,High,Yes,5,Poor,85
10,60,76,3,5,Medium,Poor,Public,No,Low,High,Postgraduate,5.0,4,Negative,High,No,5,Poor,78
7,65,83,3,5,High,Poor,Public,No,Medium,High,Postgraduate,7.0,0,Neutral,High,Yes,4,Good,85
4,98,75,2,3,High,Average,Private,Yes,High,Low,Postgraduate,28.0,6,Positive,Medium,Yes,4,Average,80
5,58,97,4,7,Low,Poor,Private,No,Medium,Low,Graduate,27.0,2,Neutral,Low,No,4,Good,78
3,67,33,0,4,High,Poor,Private,No,Low,High,Postgraduate,7.0,0,Neutral,Low,Yes,5,Average,51
4,47,95,1,4,Low,Poor,Private,No,Medium,High,School,13.0,0,Neutral,Medium,No,5,Average,66
4,53,72,1,6,Low,Average,Private,Yes,High,Low,School,25.0,5,Positive,Low,Yes,2,Average,65
3,63,91,3,8,Low,Good,Private,Yes,High,Low,Postgraduate,20.0,6,Negative,High,No,3,Average,74
10,87,33,3,8,Low,Good,Public,Yes,High,Low,Graduate,17.0,3,Negative,High,No,2,Average,72
5,83,94,3,6,Low,Average,Private,No,High,High,,5.0,0,Positive,Medium,Yes,1,Poor,84
5,76,91,0,9,High,Good,Public,No,High,High,,14.0,0,Neutral,High,Yes,3,Average,93
11,95,31,3,8,Low,Average,Private,No,Low,Low,Graduate,11.0,5,Negative,Low,No,5,Poor,74
7,65,38,3,4,Medium,Poor,Public,Yes,Medium,Low,School,20.0,1,Neutral,Low,No,2,Poor,58
4,70,86,4,6,Low,Good,Public,Yes,Medium,Medium,School,19.0,0,Negative,Medium,No,5,Good,80
4,95,74,0,8,Low,Average,Public,Yes,Medium,Medium,Graduate,23.0,2,Neutral,High,No,3,Poor,76
9,90,47,2,3,Low,Average,Private,Yes,Low,Low,Postgraduate,25.0,6,Neutral,Low,No,5,Good,67
6,71,77,2,7,High,Poor,Public,No,Low,Low,,4.0,6,Neutral,Low,Yes,2,Average,80
4,89,71,4,3,Medium,Average,Private,No,Low,Medium,School,22.0,1,Negative,Low,Yes,3,Poor,68
2,80,70,1,8,Medium,Good,Public,Yes,Low,High,Graduate,17.0,3,Neutral,High,Yes,2,Poor,72
6,41,87,2,5,Medium,Poor,Private,Yes,Medium,Low,School,17.0,3,Negative,Low,Yes,2,Good,64
2,64,71,0,4,High,Average,Private,No,High,Low,Postgraduate,,0,Negative,High,Yes,5,Good,58
5,91,64,1,3,High,Poor,Public,No,High,Low,Postgraduate,14.0,4,Negative,Low,No,3,Good,74
6,83,67,3,3,Low,Average,Private,Yes,Low,High,Postgraduate,21.0,3,Negative,High,Yes,5,Poor,69
4,41,96,0,6,High,Good,Private,Yes,Medium,Medium,Postgraduate,6.0,3,Positive,Low,Yes,3,Average,72
3,81,70,1,6,Medium,Good,Private,Yes,Medium,High,Postgraduate,25.0,5,Negative,High,Yes,1,Good,73
7,40,79,2,6,Medium,Poor,Public,No,Low,High,School,,3,Neutral,Medium,No,1,Good,66
2,75,74,3,8,High,,Private,No,Medium,Low,Graduate,10.0,2,Negative,Medium,Yes,3,Average,78
11,96,48,3,9,High,Poor,Private,No,High,Low,Postgraduate,27.0,4,Neutral,Medium,No,5,Average,85
6,51,46,0,9,Medium,Poor,Public,No,Low,Medium,School,17.0,6,Positive,Low,Yes,4,Average,58
4,48,94,3,5,Medium,Good,Public,No,Medium,High,Graduate,2.0,0,Negative,High,No,3,Average,70
6,75,85,1,3,Medium,Poor,Private,Yes,Medium,Medium,Graduate,27.0,5,Positive,Low,Yes,2,Average,79
4,80,70,4,7,Medium,Average,Public,Yes,Medium,High,Postgraduate,12.0,5,Negative,High,No,1,Good,76
4,67,71,2,6,Medium,Good,Private,Yes,Low,Low,Postgraduate,24.0,6,Negative,High,Yes,3,Good,73
4,77,35,0,5,High,Average,Public,Yes,High,Medium,Graduate,21.0,5,Positive,Low,No,3,Average,59
9,72,98,4,8,High,Poor,Public,Yes,Medium,High,Graduate,16.0,0,Neutral,High,Yes,3,Poor,95
7,81,69,4,5,Low,Good,Public,No,Low,Low,School,16.0,1,Neutral,Medium,No,2,Poor,76
3,85,70,0,6,Low,Average,Public,Yes,Low,Low,Postgraduate,3.0,2,Neutral,Low,No,5,Average,71
3,61,38,1,4,Low,Average,Private,Yes,Medium,High,Graduate,25.0,5,Negative,Medium,Yes,4,Good,50
6,64,37,2,3,High,Poor,Public,Yes,Low,Low,Graduate,18.0,4,Neutral,Medium,No,2,Good,57
6,57,73,0,6,Low,Average,Private,No,High,High,Postgraduate,7.0,1,Neutral,Medium,Yes,4,Average,66
4,45,87,4,7,Low,Poor,Private,Yes,High,High,School,10.0,4,Negative,Low,No,1,Poor,69
9,57,96,4,3,High,Poor,Private,No,Low,High,School,8.0,6,Positive,Medium,Yes,4,Poor,86
4,91,42,0,5,Medium,Poor,Public,Yes,Medium,High,Postgraduate,28.0,3,Neutral,Low,Yes,4,Average,64
9,55,48,4,9,High,Poor,Public,Yes,High,Low,School,18.0,4,Positive,Low,No,1,Good,59
4,54,78,0,7,High,Good,Public,No,Medium,High,School,17.0,5,Negative,Medium,Yes,2,Average,68
2,87,59,0,3,Medium,Average,Public,Yes,Low,High,School,3.0,1,Negative,High,Yes,2,Good,61
2,47,95,2,7,Low,Average,Private,Yes,High,High,,8.0,2,Neutral,High,No,1,Poor,67
5,52,88,0,5,High,Good,Public,No,Medium,Low,,20.0,5,Neutral,Low,No,2,Average,74
4,94,82,4,6,High,Poor,Private,Yes,Low,Medium,School,29.0,6,Positive,Medium,Yes,5,Poor,82
7,82,81,3,9,Medium,,Public,No,Medium,High,Postgraduate,5.0,2,Neutral,Low,Yes,4,Average,88
11,99,60,2,7,High,Poor,Public,No,High,Medium,Postgraduate,25.0,3,Positive,High,No,2,Average,93
5,96,44,4,6,Low,Poor,Private,No,Low,Medium,Postgraduate,20.0,0,Negative,Low,Yes,4,Good,69
6,46,49,4,9,Medium,Good,Public,No,Low,High,School,12.0,1,Positive,Low,Yes,2,Average,59
10,56,34,2,5,High,Average,Public,No,Medium,Medium,Postgraduate,25.0,0,Negative,High,Yes,4,Poor,57
4,89,36,2,9,Low,Poor,Private,Yes,Medium,Medium,Graduate,6.0,6,Neutral,Medium,Yes,1,Poor,63
2,71,47,4,5,Low,Poor,Public,Yes,Low,High,,28.0,6,Positive,High,Yes,1,Average,55
10,61,85,3,7,High,Poor,Private,Yes,High,Low,Postgraduate,23.0,6,Positive,Medium,Yes,1,Poor,81
9,94,74,1,7,Low,Average,Private,No,High,Medium,Graduate,24.0,3,Positive,Medium,No,5,Good,90
10,90,57,4,5,Medium,Average,Public,Yes,Medium,High,Graduate,10.0,4,Neutral,High,Yes,5,Average,76
7,96,79,2,7,Low,Good,Private,No,Medium,High,School,10.0,4,Neutral,Low,Yes,1,Good,90
4,52,31,0,7,Medium,Average,Private,Yes,Medium,Medium,School,1.0,3,Neutral,Low,No,4,Poor,48
3,86,97,0,7,Medium,Average,Public,No,High,Medium,School,9.0,2,Positive,High,No,1,Average,87
10,62,53,2,8,Medium,Poor,Public,No,High,Medium,School,18.0,1,Positive,Medium,Yes,1,Good,69
3,93,77,2,7,High,Average,Public,Yes,Medium,High,School,,3,Negative,High,Yes,3,Average,76
9,68,74,1,3,Low,Poor,Private,Yes,Medium,High,,1.0,3,Positive,Low,No,5,Average,76
5,61,87,2,5,High,Good,Private,Yes,Low,Low,Graduate,10.0,1,Negative,Low,No,5,Poor,83
3,40,65,0,5,High,Poor,Public,No,Low,Low,Graduate,27.0,5,Neutral,Medium,Yes,1,Good,57
5,68,31,3,4,Medium,Good,Private,Yes,Low,High,,,2,Negative,High,No,1,Poor,59
2,87,47,2,6,High,Average,Private,No,Low,Low,Postgraduate,18.0,2,Negative,Low,No,3,Average,64
11,44,78,1,4,Low,,Public,Yes,Medium,Medium,Postgraduate,7.0,1,Positive,High,Yes,3,Poor,70
4,97,37,3,7,High,Poor,Public,No,High,Low,School,7.0,0,Positive,High,No,5,Average,59
10,74,87,1,7,High,Average,Public,No,High,Low,Postgraduate,22.0,5,Negative,High,Yes,5,Average,92
2,94,44,3,9,Medium,Average,Private,Yes,Low,High,School,10.0,4,Negative,Medium,No,5,Average,63
2,49,46,2,3,Medium,Poor,Private,Yes,High,High,School,28.0,1,Neutral,Low,Yes,5,Good,40
8,58,52,0,3,High,Average,Public,Yes,Low,Medium,School,27.0,2,Positive,Medium,Yes,4,Good,59
1,76,95,3,3,Medium,Poor,Private,No,Medium,Low,School,13.0,5,Neutral,Low,Yes,1,Average,73
7,46,99,4,3,High,Good,Public,No,Low,High,Postgraduate,4.0,0,Negative,Low,No,4,Average,74
5,85,56,1,3,Low,Good,Public,Yes,High,High,Graduate,12.0,3,Neutral,High,Yes,2,Poor,74
11,74,66,3,3,Low,Average,Public,Yes,High,High,,,3,Positive,High,Yes,5,Poor,81
8,84,78,1,3,Medium,Poor,Private,Yes,High,Medium,Postgraduate,23.0,3,Negative,Low,Yes,5,Poor,79
1,52,93,0,3,Low,Poor,Private,No,Medium,Medium,School,,4,Negative,High,Yes,1,Average,58
11,49,63,1,9,Low,Good,Private,No,Low,Low,,11.0,5,Neutral,High,Yes,5,Poor,76
7,41,47,1,8,High,Poor,Private,Yes,Medium,Medium,Graduate,3.0,6,Positive,High,Yes,5,Poor,58
5,45,93,4,3,Medium,Average,Private,Yes,Medium,Low,School,25.0,2,Negative,Medium,Yes,4,Good,70
4,47,73,1,5,Low,Average,Private,No,Low,Low,Graduate,26.0,0,Negative,Medium,No,2,Good,53
7,75,46,3,3,Medium,Good,Public,No,High,Low,Postgraduate,8.0,2,Neutral,Low,Yes,4,Good,65
10,64,88,1,6,Medium,Poor,Public,Yes,High,High,,7.0,5,Negative,High,Yes,3,Good,88
2,83,42,2,3,Medium,Average,Public,Yes,High,High,Graduate,14.0,4,Negative,High,Yes,5,Average,51
1,99,81,1,8,Low,Average,Public,Yes,High,High,School,2.0,4,Positive,High,Yes,4,Average,80
1,86,89,2,9,Medium,Average,Private,No,Medium,Medium,School,10.0,5,Positive,Medium,Yes,1,Poor,75
11,79,71,1,7,Medium,Poor,Public,Yes,Low,High,School,3.0,1,Neutral,Low,Yes,2,Good,85
1,46,93,1,8,High,,Public,No,Low,Low,Graduate,24.0,5,Negative,High,Yes,2,Average,71
5,85,95,3,8,High,Good,Public,Yes,Low,Medium,Postgraduate,28.0,6,Positive,Medium,Yes,1,Good,91
10,62,63,2,7,High,Average,Private,Yes,Medium,Medium,Graduate,11.0,2,Neutral,Medium,Yes,1,Poor,79
7,58,93,2,3,High,Good,Public,Yes,High,High,Postgraduate,19.0,6,Positive,High,No,5,Average,80
2,85,62,4,9,Medium,Average,Public,Yes,High,High,Graduate,8.0,3,Neutral,High,No,2,Good,71
10,61,41,1,9,High,,Public,Yes,Low,High,Graduate,,1,Neutral,Medium,Yes,1,Poor,65
8,52,48,1,3,High,Poor,Public,Yes,High,High,Postgraduate,5.0,6,Negative,Medium,No,3,Good,58
4,60,38,3,7,Low,,Private,No,Medium,Medium,Postgraduate,9.0,2,Neutral,Low,Yes,2,Poor,56
3,40,46,4,6,High,Average,Private,No,High,Medium,Postgraduate,13.0,1,Neutral,Medium,Yes,1,Good,47
10,98,79,4,4,High,Poor,Public,Yes,High,Low,Graduate,11.0,1,Positive,Medium,Yes,4,Good,95
11,58,68,3,5,Low,Poor,Public,No,High,Medium,Postgraduate,26.0,5,Neutral,Low,Yes,1,Poor,78
8,99,70,2,7,Medium,Good,Private,No,Low,Medium,,2.0,0,Neutral,Medium,Yes,2,Good,86
2,72,39,0,3,Medium,Poor,Private,No,Medium,High,School,,1,Positive,Medium,No,5,Poor,50
11,43,41,3,5,Low,Average,Private,No,Low,Low,School,3.0,5,Positive,Low,Yes,3,Poor,60
11,81,44,2,3,Low,Poor,Private,Yes,Medium,Medium,School,15.0,6,Positive,Low,No,1,Good,75
3,42,57,4,4,Medium,Poor,Public,Yes,Low,High,Postgraduate,28.0,4,Positive,High,Yes,2,Poor,49
3,66,33,3,4,High,,Private,Yes,Medium,High,Postgraduate,,6,Negative,Medium,No,1,Average,52
10,91,65,0,7,Low,,Public,Yes,Medium,Low,School,1.0,3,Negative,High,Yes,1,Poor,84
11,80,94,1,5,Low,,Private,Yes,Low,Medium,Postgraduate,24.0,0,Neutral,Low,Yes,2,Poor,94
1,74,76,3,8,Low,Average,Public,No,Low,Medium,,28.0,1,Positive,Medium,No,4,Good,67
6,67,68,0,9,Medium,Average,Private,No,High,Medium,Graduate,11.0,0,Negative,Low,No,2,Average,77
2,45,67,0,9,Medium,Poor,Public,Yes,Medium,Medium,Postgraduate,25.0,5,Neutral,Medium,Yes,2,Poor,57
1,45,73,3,5,Medium,Poor,Private,Yes,Medium,Low,,10.0,3,Negative,High,Yes,5,Good,52
2,94,80,2,8,Medium,Average,Private,Yes,Medium,High,Postgraduate,25.0,3,Negative,Medium,No,1,Good,79
6,96,55,3,4,Medium,Poor,Public,Yes,Medium,High,Postgraduate,3.0,0,Negative,Low,No,1,Poor,73
4,83,65,4,3,High,Good,Public,No,Medium,Low,Postgraduate,14.0,2,Neutral,Medium,Yes,2,Average,73
6,62,98,0,9,High,,Private,No,High,Medium,Graduate,21.0,3,Negative,High,No,4,Average,87
9,72,30,0,8,Medium,Good,Public,No,High,High,Graduate,16.0,4,Neutral,High,Yes,5,Good,63
10,55,82,1,8,Medium,Good,Public,No,High,Medium,School,9.0,4,Positive,High,No,4,Poor,85
10,63,35,0,7,Medium,Average,Private,Yes,Medium,High,Graduate,14.0,1,Positive,Low,Yes,4,Poor,61
8,44,66,1,6,Low,Poor,Private,Yes,Low,Medium,Graduate,21.0,2,Positive,Medium,Yes,5,Average,60
1,80,31,0,4,Low,Good,Private,Yes,Low,Low,School,1.0,2,Positive,Medium,Yes,5,Average,54
8,81,98,0,8,Medium,Average,Public,No,Medium,Medium,Graduate,1.0,5,Negative,Low,No,4,Average,95
9,52,70,3,4,Medium,Good,Private,Yes,High,Medium,Graduate,4.0,1,Negative,High,No,4,Poor,73
6,86,80,3,7,Low,Poor,Private,Yes,Low,Low,,23.0,3,Positive,Low,No,4,Poor,86
10,51,76,4,3,Low,Good,Public,Yes,Low,Low,Graduate,23.0,6,Neutral,Medium,Yes,1,Good,74
5,44,42,2,5,Low,Good,Public,No,High,Medium,School,23.0,0,Negative,Medium,No,1,Average,50
6,76,98,4,4,Low,Good,Private,Yes,Medium,Medium,,29.0,2,Negative,Medium,Yes,1,Good,87
6,70,95,0,7,Low,Good,Public,No,Medium,Medium,Postgraduate,22.0,2,Neutral,Medium,No,1,Good,89
9,67,88,4,7,Medium,Poor,Public,No,Medium,High,Graduate,29.0,6,Neutral,Medium,No,5,Average,83
4,67,97,3,7,Medium,Average,Private,No,Medium,Medium,Postgraduate,1.0,5,Neutral,High,No,2,Poor,78
2,69,88,0,9,Low,Good,Public,Yes,Medium,High,Graduate,27.0,3,Positive,Low,Yes,1,Poor,83
